n_txns,n_deposit,n_borrow,n_repay,n_redeem,n_liquidation,total_deposit_amount,total_borrow_amount,total_repay_amount,avg_txn_amount,active_days,asset_diversity,borrow_to_repay_ratio,rule_score
4,1,1,1,1,0,5900.0,7e-10,7e-10,2950.00000000035,1,2,0.0006995103427600679,574.4
87,26,18,14,29,0,4035.0261116209567,1060.0000000142738,1.1062703867e-08,99.25486640769051,29,7,1.0436513072089167e-11,610.08
141,80,22,17,22,0,1637.6541916219508,536.4611329154357,18.194774433344506,24.033565062741815,36,5,0.033916295670009554,620.4
1,1,0,0,0,0,9.6406e-14,0.0,0.0,9.6406e-14,1,1,0.0,562.36
2,2,0,0,0,0,2.432779e-12,0.0,0.0,1.2163895e-12,2,1,0.0,563.15
1,1,0,0,0,0,0.01,0.0,0.0,0.01,1,1,0.0,562.38
28,13,11,2,2,0,3660.6597556581946,2593.781080223331,1094.3439306125867,301.54031061095355,3,3,0.4219106764771568,604.73
25,9,6,3,7,0,170.79304664355698,123.21564395582308,72.21705673693762,19.41670620344912,3,5,0.5861029803709573,610.78
1,1,0,0,0,0,5.34339e-11,0.0,0.0,5.34339e-11,1,1,0.0,562.36
1,1,0,0,0,0,0.1,0.0,0.0,0.1,1,1,0.0,562.48
1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0.0,563.23
3,1,1,1,0,0,497.0,0.03,0.030001441369993356,165.68666714712333,2,2,1.0000147118427172,627.78
2,1,0,0,1,0,133.30835178472492,0.0,0.0,133.30835490187977,1,1,0.0,568.51
42,31,3,3,5,0,317608.43063979625,1.8999999999999998e-07,1.74541229099e-07,7562.8673961980485,25,6,0.14667330176386553,611.33
12,4,4,2,2,0,155.00000000005502,8e-11,8.0051869e-11,12.91666666669168,5,2,8.004546536277097e-05,574.03
53,22,5,2,24,0,192.12322318222806,4.2046005e-09,4.211897386e-09,3.6910953842675056,7,5,0.0041942621891025685,576.19
21,9,2,2,8,0,196.01365613370677,2.1e-10,2.10092488e-10,9.381364579230139,7,6,0.00021004837784065346,575.9
1,0,0,0,1,0,0.0,0.0,0.0,9.6981617e-11,1,1,0.0,562.36
10,8,2,0,0,0,18.59186529832526,5.0,0.0,2.3591865298325265,4,3,0.0,568.44
131,49,17,7,58,0,240.34452697862667,4.975000000302234,3.02689444e-10,3.9436975609343965,37,8,6.084208706322098e-11,605.11
13,6,1,1,5,0,5156.700697515508,2500.0,2500.5234835815168,1178.0595262383686,4,2,1.000209393032523,632.29
1,1,0,0,0,0,2.0,0.0,0.0,2.0,1,1,0.0,563.74
9,5,4,0,0,0,0.011487229274116696,2.7890038000000003e-11,0.0,0.0012763588113340815,2,2,0.0,563.16
112,2,0,0,110,0,7.05e-08,0.0,0.0,628.9056858066749,29,3,0.0,584.27
1,1,0,0,0,0,21.9,0.0,0.0,21.9,1,1,0.0,566.29
2,1,1,0,0,0,0.0496,0.005,0.0,0.027299999999999998,1,1,0.0,562.42
1,1,0,0,0,0,0.006280615215895603,0.0,0.0,0.006280615215895603,1,1,0.0,562.37
1,1,0,0,0,0,1.813291e-12,0.0,0.0,1.813291e-12,1,1,0.0,562.36
1,1,0,0,0,0,1.061967e-12,0.0,0.0,1.061967e-12,1,1,0.0,562.36
41,14,8,7,10,2,160.82759032438847,339668.00000005,87235.25484899798,12248.292938327426,17,5,0.25682506108531955,550.75
28,19,0,0,9,0,5207.512111510663,0.0,0.0,371.9469744329208,11,4,0.0,580.92
1,1,0,0,0,0,1.103037e-12,0.0,0.0,1.103037e-12,1,1,0.0,562.36
7,4,0,0,3,0,43.300000001623616,0.0,0.0,177.61428571474968,6,3,0.0,571.03
44,12,6,9,17,0,12474.685766200868,2220.209635934771,1569.2278760602544,421.0437841205805,16,8,0.7067926604564855,638.82
3,2,0,0,1,0,101.0,0.0,0.0,34.00000005668071,1,2,0.0,568.16
1,1,0,0,0,0,1.680773e-12,0.0,0.0,1.680773e-12,1,1,0.0,562.36
2,1,1,0,0,0,0.01,2e-15,0.0,0.005000000000001,1,2,0.0,562.38
2,1,1,0,0,0,0.0434,0.005,0.0,0.0242,1,1,0.0,562.42
4,1,1,1,1,0,20842.0,2.0,2.0,10421.99975,1,2,0.99999950000025,631.68
10,5,3,1,1,0,1.672371335877248,2.973176232e-09,3.7320929e-10,0.1672371339225628,5,3,0.0003721029623165836,567.85
1,1,0,0,0,0,128.57651569016232,0.0,0.0,128.57651569016232,1,1,0.0,568.46
10,6,4,0,0,0,12.405789195777997,1.1699999999999999e-09,0.0,1.2405789196947998,5,5,0.0,568.75
143,54,60,24,4,1,232009.67197474,2.8583128242600003e-07,1.7843025732999998e-07,1623.1941521806518,33,7,0.13876646164133802,611.43
10,2,2,1,2,3,8.7943,1.877754599e-09,2.3803773e-10,1.1160535769141344,4,3,0.00023759159129675879,483.79
1,1,0,0,0,0,1.0638755361279e-05,0.0,0.0,1.0638755361279e-05,1,1,0.0,562.36
2,2,0,0,0,0,5.34987073051e-06,0.0,0.0,2.674935365255e-06,2,2,0.0,563.15
1,1,0,0,0,0,1.5e-09,0.0,0.0,1.5e-09,1,1,0.0,562.36
1,1,0,0,0,0,1.5,0.0,0.0,1.5,1,1,0.0,563.51
106,58,14,10,24,0,7193.290251444702,1725.9235213082086,1734.4826205489653,126.4625433465107,37,7,1.0049591410801968,668.61
7,1,1,0,5,0,65.0,20.150003557569686,0.0,15.33230736586981,2,4,0.0,568.4
1,1,0,0,0,0,1.065949e-12,0.0,0.0,1.065949e-12,1,1,0.0,562.36
1,1,0,0,0,0,1.070356e-12,0.0,0.0,1.070356e-12,1,1,0.0,562.36
2,1,1,0,0,0,0.1,0.005,0.0,0.052500000000000005,1,1,0.0,562.48
4,3,1,0,0,0,0.01100000000000112,0.005178849414349305,0.0,0.004044712353587607,1,3,0.0,562.38
151,51,47,32,21,0,2532.467385271054,3580.0000000365303,3401.253431411525,63.02183578093594,46,5,0.9500707906219966,696.3
3,1,0,0,2,0,5e-10,0.0,0.0,5.000122053333333e-10,1,2,0.0,562.36
50,19,15,4,12,0,910.2177352571728,665.9240816550413,299.5978243665522,47.845812417305815,7,6,0.4498978669941696,609.88
1,1,0,0,0,0,0.0973,0.0,0.0,0.0973,1,1,0.0,562.48
7,2,1,2,2,0,14000.0,10000.0,10043.245478678295,6869.565192132007,2,1,1.004324547767397,633.24
4,2,1,1,0,0,60.897781127,7.892259814464773,7.892259814464773,19.170575188982387,1,2,0.9999998732935944,624.39
13,5,2,1,5,0,600.0000000011233,2.30168583e-10,2.30168945e-10,92.30769818607952,2,3,0.00023011597953106566,572.29
253,90,51,70,42,0,33771.89213640317,9800.00000003987,3800.2959327564195,300.3279767528951,42,8,0.3877852992197115,710.84
2,1,1,0,0,0,0.0272,0.005,0.0,0.0161,1,1,0.0,562.4
124,79,5,7,33,0,224.18483398639208,3.6980000000000003e-09,2.260558399e-09,1.8079422098810016,41,6,0.0022522296537404677,608.33
4,0,0,0,4,0,0.0,0.0,0.0,2158.8510326593414,3,2,0.0,563.93
1,1,0,0,0,0,1.015478e-12,0.0,0.0,1.015478e-12,1,1,0.0,562.36
1,0,0,0,1,0,0.0,0.0,0.0,8.83573184e-10,1,1,0.0,562.36
2,1,0,0,1,0,10.0,0.0,0.0,5.000000000666825,2,2,0.0,566.15
2,1,1,0,0,0,0.58,0.26,0.0,0.42,1,1,0.0,562.94
2,2,0,0,0,0,1.028406e-12,0.0,0.0,5.14203e-13,2,1,0.0,563.15
1,1,0,0,0,0,0.004113116595938464,0.0,0.0,0.004113116595938464,1,1,0.0,562.37
120,60,27,9,24,0,49906.61600821556,13087.769726422359,2.0996334244e-07,526.0968976926848,37,5,1.6042713679479778e-11,613.99
1,1,0,0,0,0,1.03433967e-10,0.0,0.0,1.03433967e-10,1,1,0.0,562.36
1,0,0,0,1,0,0.0,0.0,0.0,1.481559399e-08,1,1,0.0,562.36
1,0,0,0,1,0,0.0,0.0,0.0,9.8886904505e-08,1,1,0.0,562.36
5,0,0,0,5,0,0.0,0.0,0.0,0.01863697384170191,1,2,0.0,562.36
2,1,0,0,1,0,1.052019975e-09,0.0,0.0,1.052020823e-09,1,1,0.0,562.36
1,1,0,0,0,0,0.006358478883961646,0.0,0.0,0.006358478883961646,1,1,0.0,562.37
18,1,3,6,8,0,21108.10612733507,61080.69759737374,101053.47205498774,10297.54327331069,2,7,1.654425637366628,660.75
114,57,20,15,22,0,115125.64244541961,105350.00000013816,95463.44553374701,3652.448791133197,14,5,0.9061551545582883,655.52
24,12,10,1,1,0,7.4079205971e-08,5.890432069500001e-08,7.7e-09,6.182646944416666e-09,3,1,0.007271667373069354,565.61
1,1,0,0,0,0,3e-12,0.0,0.0,3e-12,1,1,0.0,562.36
2,2,0,0,0,0,112.24943276318747,0.0,0.0,56.124716381593736,2,2,0.0,569.07
1,1,0,0,0,0,0.003796413743788625,0.0,0.0,0.003796413743788625,1,1,0.0,562.37
4,1,1,1,1,0,4000.9999999999995,0.3,0.3,2000.6499999999999,1,2,0.9999966666777779,629.61
1,1,0,0,0,0,8.578612e-12,0.0,0.0,8.578612e-12,1,1,0.0,562.36
1,1,0,0,0,0,1.01553e-12,0.0,0.0,1.01553e-12,1,1,0.0,562.36
1,1,0,0,0,0,1.107826e-12,0.0,0.0,1.107826e-12,1,1,0.0,562.36
12,4,2,3,3,0,234.5,146.0,146.00005244811143,63.333338405640575,2,2,1.0000003523843224,629.04
23,3,6,5,9,0,9.86106895e-09,1503.4000000030023,0.3993271241446093,65.39994148990807,5,5,0.00026561601960768645,571.01
2,2,0,0,0,0,2.2e-12,0.0,0.0,1.1e-12,2,1,0.0,563.15
1,1,0,0,0,0,1.3275e-14,0.0,0.0,1.3275e-14,1,1,0.0,562.36
77,32,19,16,10,0,81271.5747741206,10000.00000046524,10011.653785702987,1319.31768124138,31,8,1.001165378423604,673.4
4,1,1,1,1,0,4111.0,700.0,700.0,2405.5,1,2,0.9999999985714286,629.65
87,39,20,12,16,0,2395.7180001067236,500.0000000870802,8.7285794814e-08,33.284114947448,16,5,1.7457158924845337e-10,597.05
2,1,1,0,0,0,0.01,2e-15,0.0,0.005000000000001,1,2,0.0,562.38
2,2,0,0,0,0,1.059686e-12,0.0,0.0,5.29843e-13,2,1,0.0,563.15
1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0.0,563.23
4,1,1,1,1,0,1153.0,300.0,300.0,726.4999849999999,1,2,0.9999999966666667,628.05
4,4,0,0,0,0,143.20000000000064,0.0,0.0,35.80000000000016,2,2,0.0,569.38
163,33,43,29,58,0,4130.980624715765,8366.405000012926,3503.4562285931943,116.27189218052644,47,7,0.4187528846821339,668.82
2,0,0,0,2,0,0.0,0.0,0.0,5.397251914e-09,2,1,0.0,563.15
1,1,0,0,0,0,1.109076e-12,0.0,0.0,1.109076e-12,1,1,0.0,562.36
7,5,0,0,2,0,5.00635159e-10,0.0,0.0,1.4304308385714286e-10,5,1,0.0,565.49
2,1,1,0,0,0,100.0,30.0,0.0,65.0,1,1,0.0,568.15
1,1,0,0,0,0,1.022974e-12,0.0,0.0,1.022974e-12,1,1,0.0,562.36
2,1,1,0,0,0,0.014784929341901005,5.0,0.0,2.5073924646709504,1,2,0.0,562.38
4,1,1,1,1,0,5900.0,7e-10,7e-10,2950.00000000035,1,2,0.0006995103427600679,574.4
4,1,1,1,1,0,103.42,71.0,71.0,87.21000000000001,1,2,0.9999999859154932,625.04
5,3,0,0,2,0,4.392181871451514,0.0,0.0,0.878436374393212,3,3,0.0,566.04
180,110,1,65,4,0,10445.209183757484,8e-09,4.21352698e-09,58.028939909844624,84,5,0.00418008628968254,710.72
8,1,1,2,4,0,2.507270139492374,6.81669084e-10,1.368079477e-09,54.61874976807132,3,3,0.0013671475347922654,567.81
2,2,0,0,0,0,0.10000000000020001,0.0,0.0,0.050000000000100006,1,2,0.0,562.48
2,1,0,0,1,0,18520.0,0.0,0.0,18520.01118954592,1,1,0.0,574.68
2,1,1,0,0,0,0.01,2e-15,0.0,0.005000000000001,1,2,0.0,562.38
11,7,4,0,0,0,13.354671798244233,4.0142931400000003e-10,0.0,1.214061072604151,7,4,0.0,570.4
95,60,24,8,3,0,18604.67514822893,16141.164158945963,2.3224582439e-08,365.8137483473605,37,8,1.4388418461557702e-12,611.65
9,0,0,0,9,0,0.0,0.0,0.0,5.319178086666667e-10,7,2,0.0,567.06
1,1,0,0,0,0,1.3,0.0,0.0,1.3,1,1,0.0,563.41
1,1,0,0,0,0,0.1,0.0,0.0,0.1,1,1,0.0,562.48
3,0,0,0,3,0,0.0,0.0,0.0,780.1726568895887,2,1,0.0,563.15
2,2,0,0,0,0,0.033753689064521315,0.0,0.0,0.016876844532260658,2,1,0.0,563.19
7,2,1,1,3,0,1.778418034e-09,7.9040803e-10,7.9040837e-10,7.339504184285715e-10,1,1,0.0007897841182909365,563.53
10,7,0,0,3,0,2.809225375e-09,0.0,0.0,5.619006058000001e-10,8,1,0.0,567.84
1,1,0,0,0,0,1.10827e-12,0.0,0.0,1.10827e-12,1,1,0.0,562.36
3,2,0,0,1,0,0.7385443047486538,0.0,0.0,0.49239531178820134,2,1,0.0,563.84
2,2,0,0,0,0,1.1760999999999998e-14,0.0,0.0,5.880499999999999e-15,2,1,0.0,563.15
2,1,0,0,1,0,9.985e-09,0.0,0.0,9.985000054499999e-09,1,1,0.0,562.36
7,7,0,0,0,0,175.71091045569787,0.0,0.0,25.101558636528267,7,2,0.0,573.55
3,3,0,0,0,0,75.03,0.0,0.0,25.01,2,1,0.0,568.58
1,1,0,0,0,0,0.00398859928649923,0.0,0.0,0.00398859928649923,1,1,0.0,562.37
3,0,0,0,3,0,0.0,0.0,0.0,3.490793015766667e-08,1,1,0.0,562.36
1,1,0,0,0,0,0.004144016280877026,0.0,0.0,0.004144016280877026,1,1,0.0,562.37
350,152,40,22,136,0,5897.698053016616,1.0590399999999999e-07,6.25291358e-08,20.088258422832602,61,8,0.05654119688508225,648.81
21,10,7,0,4,0,851.7429586247767,834.0661167282609,0.0,80.27662263591948,3,3,0.0,572.39
24,16,6,0,2,0,8855.930845634533,4657.2982152944405,0.0,563.2536651881334,10,4,0.0,580.8
1,1,0,0,0,0,1.820262e-12,0.0,0.0,1.820262e-12,1,1,0.0,562.36
20,11,5,2,2,0,22640.40431158486,6.2093577889999995e-09,3.4850539309999997e-09,1479.9966514826015,12,4,0.0034635475251968474,586.02
9,7,2,0,0,0,120.63621505851897,4.46132e-13,0.0,13.404023895391045,7,3,0.0,573.08
1,1,0,0,0,0,2.0,0.0,0.0,2.0,1,1,0.0,563.74
1,1,0,0,0,0,1.6310974889548013,0.0,0.0,1.6310974889548013,1,1,0.0,563.58
1,1,0,0,0,0,509.311789458154,0.0,0.0,509.311789458154,1,1,0.0,570.18
1,1,0,0,0,0,1.107817e-12,0.0,0.0,1.107817e-12,1,1,0.0,562.36
188,94,8,61,25,0,446.5425913923721,9.5e-08,5.615690332999999e-09,2.482564080187337,62,5,0.005128484322374429,685.23
1,1,0,0,0,0,1.733297e-12,0.0,0.0,1.733297e-12,1,1,0.0,562.36
4,1,0,0,3,0,4.9607599235e-08,0.0,0.0,4.96086226005e-08,1,2,0.0,562.36
1,1,0,0,0,0,3.0,0.0,0.0,3.0,1,1,0.0,564.1
1,0,0,0,1,0,0.0,0.0,0.0,7.2900648248e-08,1,1,0.0,562.36
1,1,0,0,0,0,1.190006e-12,0.0,0.0,1.190006e-12,1,1,0.0,562.36
2,0,0,0,2,0,0.0,0.0,0.0,0.0032662037201417853,2,1,0.0,563.15
23,6,6,3,8,0,280.0000000000926,170.00000000015,60.002485833513134,23.612812466698998,6,5,0.3529557969441435,600.96
1,1,0,0,0,0,1.139946e-12,0.0,0.0,1.139946e-12,1,1,0.0,562.36
4,4,0,0,0,0,0.006551016625798304,0.0,0.0,0.001637754156449576,2,1,0.0,563.15
100,43,17,13,27,0,1827.033749207731,467.00000000110305,425.0492341023371,38.160746877527515,16,7,0.9101696642209068,649.87
5,2,1,1,1,0,113.49376929617658,1.17376372e-10,1.17854133e-10,22.698753859302666,2,3,0.00011784030133295414,570.2
33,26,4,2,1,0,2.56051495682e-07,4.08066053405e-07,3.61332398385e-07,3.7327452953696967e-08,23,2,0.2566160852406194,600.15
1,1,0,0,0,0,2e-12,0.0,0.0,2e-12,1,1,0.0,562.36
2,2,0,0,0,0,1.0345139999999999e-12,0.0,0.0,5.172569999999999e-13,2,1,0.0,563.15
2,2,0,0,0,0,0.01235179663233867,0.0,0.0,0.006175898316169335,2,1,0.0,563.16
19,6,5,3,5,0,502.54258592867126,333.09000000000003,0.09002303536177036,54.66998832361116,7,4,0.0002702663997463267,578.18
1,1,0,0,0,0,1.5,0.0,0.0,1.5,1,1,0.0,563.51
4,2,2,0,0,0,0.1867688658229228,3.32041791e-10,0.0,0.046692216538741144,1,2,0.0,562.58
1,1,0,0,0,0,1.442072e-12,0.0,0.0,1.442072e-12,1,1,0.0,562.36
4,1,1,1,1,0,4000.0,400.0,400.0,2200.0,1,2,0.9999999975,629.61
21,11,7,1,2,0,43.500000000147935,7.15e-11,3.501203e-12,2.071428571439289,10,4,3.500952681883246e-06,575.26
64,32,13,8,11,0,16352.352216109117,13164.517110421553,13231.066196867476,1017.8298284622584,12,3,1.0050551862163013,647.88
72,72,0,0,0,0,0.00026000000000046006,0.0,0.0,3.6111111111175006e-06,11,3,0.0,570.19
2,2,0,0,0,0,0.007798195607575624,0.0,0.0,0.003899097803787812,2,1,0.0,563.16
12,4,2,2,4,0,0.09586625800387752,6.5e-10,6.49938261e-10,0.007988854942307595,3,3,0.000649516075550892,566.29
28,8,7,6,7,0,359.14720148103584,259.14720148103584,259.1477363565787,44.16392489694538,1,1,1.000002060124662,632.09
2,2,0,0,0,0,0.007744787369270278,0.0,0.0,0.003872393684635139,2,1,0.0,563.16
57,30,17,7,3,0,48848.00000000147,8232.154713334732,3.288907091e-09,1001.4062230410699,24,3,3.9951959178718953e-13,601.59
3,3,0,0,0,0,4.4,0.0,0.0,1.4666666666666668,3,2,0.0,566.04
1,1,0,0,0,0,0.0948,0.0,0.0,0.0948,1,1,0.0,562.48
2,2,0,0,0,0,0.02309810818540294,0.0,0.0,0.01154905409270147,2,1,0.0,563.17
2,1,0,0,1,0,9.359e-09,0.0,0.0,9.3590000765e-09,1,1,0.0,562.36
4,3,0,0,1,0,1.830000009524,0.0,0.0,0.4575000047620001,3,2,0.0,565.23
2,1,0,0,1,0,173.57795830335596,0.0,0.0,173.5779647099863,1,1,0.0,568.84
4,1,1,1,1,0,4900.0,1.0,1.0,2450.5,1,2,0.9999990000010001,629.87
1,1,0,0,0,0,8.808103e-12,0.0,0.0,8.808103e-12,1,1,0.0,562.36
3,2,0,0,1,0,3.00929023e-10,0.0,0.0,2.0104808666666667e-10,3,1,0.0,563.93
1,1,0,0,0,0,1.113094e-12,0.0,0.0,1.113094e-12,1,1,0.0,562.36
8,4,2,1,1,0,18.29,11.5,11.502619526437117,7.447827440804639,2,2,1.0002276979312539,623.72
27,17,0,0,10,0,492.10157940706665,0.0,0.0,18.72613096481237,16,5,0.0,581.87
180,118,33,14,15,0,236711.1968682815,1.81425255268e-07,1.8190841929499998e-07,1315.2932338086798,56,6,0.15397370124251747,647.83
5,3,0,0,2,0,265.0323578586805,0.0,0.0,53.03188172136,3,3,0.0,570.93
6,3,2,1,0,0,1465.0,2.0879123700000002e-10,2.08794239e-10,244.1666666667363,1,2,0.00020875065369279093,572.62
2,1,0,0,1,0,4000.0,0.0,0.0,4000.000166541132,1,1,0.0,572.76
5,4,0,0,1,0,0.002256284537844125,0.0,0.0,0.0004628788395337182,5,3,0.0,565.5
1,1,0,0,0,0,1.1289016577547728,0.0,0.0,1.1289016577547728,1,1,0.0,563.31
9,6,3,0,0,0,8475.0,3894.3890252403157,0.0,1374.376558360035,2,2,0.0,574.49
2,1,0,0,1,0,0.9993952442289588,0.0,0.0,0.9993952769166331,1,1,0.0,563.23
7,2,0,0,5,0,100.04,0.0,0.0,15.01639744634771,4,5,0.0,570.5
3,3,0,0,0,0,0.01856017262127089,0.0,0.0,0.0061867242070902965,2,1,0.0,563.17
7,4,2,0,1,0,239.54811811009642,87.23396923582001,0.0,46.79458397168651,5,3,0.0,572.37
1,1,0,0,0,0,1.105669e-12,0.0,0.0,1.105669e-12,1,1,0.0,562.36
1,1,0,0,0,0,0.0443,0.0,0.0,0.0443,1,1,0.0,562.42
4,1,1,2,0,0,100.0,4e-11,4.0000029999999996e-11,25.000000000020002,1,2,3.9998430062797486e-05,570.35
1,1,0,0,0,0,9.7801e-14,0.0,0.0,9.7801e-14,1,1,0.0,562.36
10,5,5,0,0,0,1007.4508332932062,568.61,0.0,157.6060833293206,2,1,0.0,571.82
51,30,13,0,7,1,772.9700001005041,274.8212173558248,0.0,568.0444805781271,14,6,0.0,552.58
2,1,0,0,1,0,0.309,0.0,0.0,0.30915824708374917,2,1,0.0,563.48
16,5,2,4,5,0,500.13183493888226,500.0000000005,500.37223597407103,125.05552337497781,2,2,1.0007444699456525,631.12
1,1,0,0,0,0,0.1017,0.0,0.0,0.1017,1,1,0.0,562.48
1,1,0,0,0,0,1.174038e-12,0.0,0.0,1.174038e-12,1,1,0.0,562.36
1,1,0,0,0,0,172.69636547405008,0.0,0.0,172.69636547405008,1,1,0.0,568.83
4,0,1,2,1,0,0.0,3.1616902428e-08,6.3233825603e-08,5.201714270888502,1,2,0.06129584097950867,569.35
1,1,0,0,0,0,0.093,0.0,0.0,0.093,1,1,0.0,562.47
19,10,6,0,3,0,2452.0,1163.8119212592578,0.0,190.3058905947488,6,3,0.0,576.06
4,1,1,1,1,0,15000.0,1.5e-09,1.5e-09,7500.00000000075,1,2,0.0014977533699450825,575.64
19,14,3,0,2,0,28.718729023415854,1.95e-09,0.0,1.5483541593032308,6,5,0.0,570.53
1,1,0,0,0,0,0.004078835616598918,0.0,0.0,0.004078835616598918,1,1,0.0,562.37
83,35,24,1,23,0,1710.8707782935005,531.5236221475069,1.9994513e-11,31.482289524281338,13,6,3.761735533333235e-14,582.19
2,0,0,0,2,0,0.0,0.0,0.0,1.6238659235000002e-09,2,1,0.0,563.15
23,16,2,2,3,0,4274.38525795374,2600.0,2618.0840735755514,526.5456231099746,15,3,1.006955412526383,642.03
1,1,0,0,0,0,1e-12,0.0,0.0,1e-12,1,1,0.0,562.36
63,18,17,14,14,0,0.532625286311796,350.160000008497,0.16001774648954956,5.569089572250709,12,4,0.0004569846528120914,586.94
2,2,0,0,0,0,2.2e-12,0.0,0.0,1.1e-12,2,1,0.0,563.15
279,90,55,52,82,0,57318.606551808494,57886.63000003724,147.6651872259864,480.0036626185756,66,7,0.0025509377074350408,684.34
8,1,2,2,3,0,1.987001152e-09,1.4918820169999999e-09,1.4922981689999999e-09,1.056243752625e-09,2,2,0.0014900751526757444,565.46
49,12,8,10,19,0,3638.17324821291,5.1327317860000005e-09,4.1327878040000005e-09,116.71903050718937,4,4,0.004111683634714127,586.32
1,1,0,0,0,0,5997.898999999999,0.0,0.0,5997.898999999999,1,1,0.0,573.27
1,1,0,0,0,0,1.3559e-14,0.0,0.0,1.3559e-14,1,1,0.0,562.36
8,5,0,0,3,0,269.72244642671603,0.0,0.0,35.55978961864853,6,4,0.0,573.3
2,1,1,0,0,0,0.1,0.01,0.0,0.055,1,1,0.0,562.48
74,44,1,1,28,0,4337.587689857783,6e-10,6.00231082e-10,58.6160498673521,19,5,0.0005998711593044174,588.1
1,1,0,0,0,0,0.033,0.0,0.0,0.033,1,1,0.0,562.4
21,18,1,1,1,0,0.1051746659914988,1e-10,5.0003172e-11,0.0050083174376907205,9,2,4.999817218278172e-05,569.85
1,1,0,0,0,0,45.0,0.0,0.0,45.0,1,1,0.0,567.16
2,0,0,0,2,0,0.0,0.0,0.0,8.77583901875e-08,2,1,0.0,563.15
1,1,0,0,0,0,0.09986624305631256,0.0,0.0,0.09986624305631256,1,1,0.0,562.48
2,2,0,0,0,0,0.001077501976254522,0.0,0.0,0.000538750988127261,2,1,0.0,563.15
8,4,0,0,4,0,3.6266522509999997e-09,0.0,0.0,9.066870741250001e-10,7,1,0.0,567.06
3,1,1,1,0,0,10.0,4.00000046e-10,4.00000046e-10,3.3333333336,2,2,0.0003998401099376323,567.28
5,3,2,0,0,0,1156.0,155.00002773150055,0.0,262.2000055463001,2,1,0.0,571.99
1,1,0,0,0,0,7000.0,0.0,0.0,7000.0,1,1,0.0,573.46
1,1,0,0,0,0,1.01985e-12,0.0,0.0,1.01985e-12,1,1,0.0,562.36
27,17,10,0,0,0,4.531643440182985,2.1248598655747117,0.0,0.24653715947250726,5,2,0.0,567.64
22,12,0,0,10,0,3676.0237641267945,0.0,0.0,167.091989281224,11,4,0.0,580.48
6,5,0,0,1,0,168.11306138439562,0.0,0.0,28.02584356406594,4,3,0.0,571.14
91,18,29,34,10,0,4133.33905754133,1500.0000000506348,3.5277457688e-08,61.94878085306181,42,4,2.3518305108860565e-11,642.27
106,43,30,15,18,0,160.46529460823916,148.55139661611145,149.02881444770168,5.827605931490345,16,7,1.0032138158189798,652.85
2,1,1,0,0,0,0.02,0.01,0.0,0.015,1,1,0.0,562.39
10,4,2,3,1,0,92.70278631353436,33.000000000004,13.650326005093184,14.035325547849038,4,4,0.41364623004379697,601.54
7,5,0,0,2,0,0.002278232840285199,0.0,0.0,0.0004914892180875013,4,3,0.0,564.71
60,25,17,6,11,1,19467.754361993255,5495.3947865257405,5495.984467386184,775.0622102282072,6,7,1.0001073043672462,612.71
4,1,1,1,1,0,5.24679543e-10,4e-10,4e-10,4.5951708100000005e-10,2,1,0.00039984006397441024,564.28
1,1,0,0,0,0,0.015334641323029108,0.0,0.0,0.015334641323029108,1,1,0.0,562.38
1,1,0,0,0,0,0.10354341348504327,0.0,0.0,0.10354341348504327,1,1,0.0,562.49
7,2,4,0,0,1,107800.0,3.2e-08,0.0,15400.00000000457,6,4,0.0,552.5
2,1,0,0,1,0,2.1806e-13,0.0,0.0,2.1806e-13,1,1,0.0,562.36
6,3,2,0,1,0,0.250000000628333,5.75e-10,0.0,0.04166666697056207,3,3,0.0,564.21
2,2,0,0,0,0,2.701729e-12,0.0,0.0,1.3508645e-12,2,1,0.0,563.15
7,5,1,0,1,0,4280.000000026954,6e-09,0.0,611.4285714347768,5,3,0.0,575.98
12,9,2,1,0,0,2535.6844905276316,7.529142580000001e-10,5.00558025e-10,211.3070408774071,9,3,0.0005001814312688109,579.59
2,2,0,0,0,0,2.6,0.0,0.0,1.3,2,1,0.0,564.75
4,4,0,0,0,0,5.75,0.0,0.0,1.4375,4,1,0.0,567.1
109,68,21,10,10,0,5399.256470845232,3315.258438969816,3.948443808e-09,82.71118114984067,46,7,1.1909912543759182e-12,619.34
29,10,6,7,6,0,9959.495185636113,3.2e-08,2.5062753461999998e-08,344.5296453480485,8,5,0.02428561381976744,589.01
63,30,7,6,20,0,146.8096387109894,20.000000000132,20.00000000009109,3.5218208208156425,17,7,0.9999999499979569,643.49
71,71,0,0,0,0,0.00026000000000045,0.0,0.0,3.6619718309922533e-06,11,3,0.0,570.19
2,2,0,0,0,0,0.00355416942064426,0.0,0.0,0.00177708471032213,2,1,0.0,563.15
5,1,1,1,2,0,2.7223684e-11,5.9e-17,5.9e-17,1.0770567552738208,2,3,5.8999999996519e-11,564.25
2,1,0,0,1,0,0.009435294894642007,0.0,0.0,0.009435393216060373,2,1,0.0,563.16
1,0,0,0,1,0,0.0,0.0,0.0,45498.0511087192,1,1,0.0,562.36
1,1,0,0,0,0,1.108761e-12,0.0,0.0,1.108761e-12,1,1,0.0,562.36
15,0,0,0,15,0,0.0,0.0,0.0,95.38717971676827,7,3,0.0,567.06
1,1,0,0,0,0,500.0,0.0,0.0,500.0,1,1,0.0,570.16
